transaction_id,account_id,branch_id,customer_id,transactiontype,transactiondate,amount
1495,1690,17,842,Withdrawal,2025-12-04,14714.66
1496,172,6,735,Payment,2024-03-18,858.72
1497,1247,7,343,Payment,2025-08-29,2759.93
1498,1530,1,397,Transfer,2025-01-19,28102.55
1499,719,4,152,Transfer,2024-07-10,47158.98
1500,1713,3,326,Payment,2025-05-25,1504.8
1501,1881,3,121,Withdrawal,2024-07-27,14726.23
1502,381,11,437,Deposit,2025-10-30,38569.41
1503,1616,1,910,Withdrawal,2025-09-11,12939.94
1504,943,3,567,Withdrawal,2025-09-26,6501.76
1505,1395,7,615,Withdrawal,2025-01-02,6554.5
1506,777,10,922,Withdrawal,2024-09-14,5939.79
1507,1158,11,821,Payment,2025-07-20,3544.21
1508,386,9,399,Withdrawal,2025-12-09,3953.69
1509,605,9,511,Payment,2025-12-03,4115.27
1510,1004,12,384,Transfer,2025-10-07,35537.06
1511,1315,17,9,Payment,2025-02-19,12476.6
1512,1408,6,942,Deposit,2025-07-28,47533.59
1513,1199,13,718,Withdrawal,2024-11-30,10990.0
1514,432,14,546,Transfer,2024-04-12,64954.79
1515,1397,10,333,Withdrawal,2025-02-28,7172.53
1516,1984,17,296,Transfer,2024-08-23,9984.99
1517,1584,7,586,Transfer,2025-01-30,22607.24
1518,535,2,3,Deposit,2024-10-15,26334.46
1519,1293,6,777,Payment,2025-05-28,2269.27
1520,1202,11,954,Transfer,2025-04-14,56813.17
1521,1349,19,825,Deposit,2024-02-23,16796.23
1522,215,12,688,Deposit,2025-03-13,8778.77
1523,974,11,560,Transfer,2024-04-30,65140.25
1524,206,6,750,Transfer,2025-11-14,31321.29
1525,957,18,165,Withdrawal,2024-08-06,15164.88
1526,900,20,455,Payment,2026-01-31,8984.91
1527,1423,14,889,Payment,2025-04-04,7208.87
1528,499,9,13,Transfer,2025-10-18,60493.25
1529,989,13,980,Transfer,2025-09-14,4972.77
1530,1903,8,447,Deposit,2025-09-07,21628.31
1531,1586,9,706,Payment,2024-10-03,8977.53
1532,336,17,140,Withdrawal,2024-10-06,18485.9
1533,1816,20,457,Withdrawal,2024-11-27,19054.13
1534,1164,5,624,Withdrawal,2026-02-22,13436.43
1535,1615,2,702,Deposit,2025-08-30,16154.4
1536,1569,5,684,Transfer,2024-05-07,46412.64
1537,339,15,992,Deposit,2024-11-06,33271.82
1538,411,6,507,Transfer,2024-03-02,31445.15
1539,379,8,759,Withdrawal,2024-08-21,9012.7
1540,1484,8,972,Withdrawal,2024-08-03,13851.91
1541,1732,12,35,Deposit,2025-05-12,24389.86
1542,706,4,694,Payment,2024-07-02,8337.47
1543,808,7,83,Payment,2024-12-26,10092.87
1544,1703,15,960,Withdrawal,2024-11-03,15379.6
1545,197,13,33,Withdrawal,2024-04-12,6707.96
1546,1916,5,878,Payment,2024-09-17,11644.25
1547,1840,10,812,Payment,2024-07-11,9034.7
1548,1094,3,386,Transfer,2025-03-13,49342.62
1549,1517,19,688,Deposit,2025-05-15,11863.01
1550,1247,6,343,Withdrawal,2025-05-26,7698.09
1551,697,17,88,Deposit,2024-09-19,30917.76
1552,1540,13,403,Deposit,2024-06-14,32633.29
1553,283,16,512,Withdrawal,2024-08-03,1362.83
1554,619,14,273,Deposit,2025-05-21,17639.75
1555,1340,6,44,Payment,2024-07-09,2431.06
1556,638,13,882,Payment,2025-12-17,715.43
1557,1964,14,964,Withdrawal,2024-09-04,3689.09
1558,1398,17,649,Deposit,2025-02-03,23781.21
1559,170,12,169,Deposit,2024-05-06,33137.56
1560,829,1,941,Withdrawal,2025-12-05,6721.0
1561,1177,17,601,Payment,2024-08-14,10357.22
1562,24,16,565,Payment,2025-10-17,6452.36
1563,112,10,978,Payment,2025-07-03,4028.01
1564,1299,4,194,Payment,2025-06-16,7630.51
1565,1600,16,707,Transfer,2026-01-10,84572.67
1566,1991,12,589,Deposit,2024-04-15,39489.24
1567,869,18,351,Payment,2025-12-07,13080.65
1568,164,5,781,Deposit,2025-08-30,17518.67
1569,1914,19,928,Transfer,2024-04-15,20563.69
1570,1665,20,467,Payment,2025-11-27,6636.34
1571,952,10,916,Deposit,2025-03-21,6956.02
1572,1003,15,934,Transfer,2024-06-27,5957.28
1573,1228,12,982,Transfer,2024-07-02,43144.55
1574,1383,10,752,Deposit,2025-02-07,27594.68
1575,367,10,603,Transfer,2024-07-24,42288.96
1576,915,11,350,Transfer,2025-07-21,63962.29
1577,1221,4,404,Transfer,2024-04-06,73458.53
1578,1089,13,721,Withdrawal,2025-01-05,3917.06
1579,1096,4,494,Withdrawal,2024-03-01,14672.35
1580,1297,16,441,Payment,2025-01-20,13412.21
1581,708,15,172,Withdrawal,2026-01-07,18416.12
1582,1851,17,941,Payment,2024-10-27,801.49
1583,669,12,704,Deposit,2026-01-10,8190.77
1584,1483,4,912,Payment,2025-12-29,7786.96
1585,1486,3,90,Transfer,2024-04-30,92816.61
1586,1535,10,56,Payment,2025-01-05,6130.95
1587,377,9,870,Deposit,2024-07-20,42005.81
1588,888,4,705,Withdrawal,2024-06-14,11632.45
1589,621,20,971,Withdrawal,2025-10-16,14038.01
1590,101,12,363,Payment,2024-03-15,3385.1
1591,1916,14,878,Transfer,2025-08-24,74940.11
1592,1594,6,199,Transfer,2024-07-19,50654.75
1593,94,20,421,Payment,2025-06-21,13664.25
1594,1389,10,572,Transfer,2025-07-09,1500.05
1595,425,1,357,Payment,2025-04-24,9926.75
1596,563,9,919,Payment,2025-10-02,9066.38
1597,1999,11,994,Deposit,2025-12-15,11844.86
1598,38,11,465,Withdrawal,2024-03-08,1742.59
1599,590,20,844,Payment,2024-11-25,8901.13
1600,1301,20,733,Transfer,2026-01-11,54604.33
1601,975,18,795,Deposit,2025-09-24,17804.59
1602,655,12,580,Payment,2025-05-16,2446.32
1603,1750,16,485,Withdrawal,2024-11-07,10878.69
1604,349,13,143,Transfer,2024-11-09,40890.88
1605,1354,19,502,Deposit,2026-01-27,31937.82
1606,1150,12,495,Deposit,2025-01-28,11170.01
1607,1085,12,685,Transfer,2024-03-28,29890.48
1608,646,15,952,Payment,2024-03-07,637.56
1609,1280,19,680,Withdrawal,2025-04-13,12673.17
1610,1157,14,521,Payment,2025-01-10,14938.22
1611,48,10,394,Payment,2024-06-10,14847.27
1612,769,18,8,Withdrawal,2024-10-28,7879.36
1613,1944,4,754,Deposit,2025-05-20,20391.74
1614,433,4,173,Transfer,2025-12-05,18683.62
1615,326,13,505,Payment,2024-08-13,5409.96
1616,446,14,768,Transfer,2024-03-28,32620.95
1617,744,4,30,Transfer,2025-11-04,50728.16
1618,1091,13,558,Withdrawal,2024-12-28,17251.6
1619,1014,15,963,Transfer,2025-02-22,82787.71
1620,921,6,201,Withdrawal,2025-10-03,8301.06
1621,7,18,506,Transfer,2025-10-21,76530.56
1622,1344,6,347,Deposit,2025-11-15,19784.32
1623,1338,14,283,Payment,2024-09-21,6272.35
1624,1304,1,530,Withdrawal,2026-01-10,3202.15
1625,1270,17,216,Deposit,2025-09-02,30378.84
1626,1500,14,901,Deposit,2024-08-15,16926.0
1627,512,6,998,Payment,2024-12-27,10328.57
1628,1950,12,793,Deposit,2024-06-19,37405.3
1629,1810,13,183,Withdrawal,2026-01-10,17081.03
1630,331,15,469,Transfer,2024-03-30,72582.95
1631,491,6,798,Payment,2024-05-12,14069.69
1632,1887,7,992,Transfer,2025-08-05,14132.36
1633,133,1,407,Withdrawal,2024-05-08,11763.24
1634,941,8,864,Payment,2025-03-19,14847.76
1635,1632,6,318,Payment,2024-09-27,7603.18
1636,228,20,690,Transfer,2025-05-14,87336.46
1637,1862,6,857,Withdrawal,2025-12-22,9513.14
1638,1972,3,136,Deposit,2024-10-23,37681.82
1639,1397,14,333,Payment,2025-07-05,12960.1
1640,145,14,877,Transfer,2024-07-14,88452.35
1641,1101,4,837,Deposit,2024-12-20,22487.53
1642,1696,2,925,Transfer,2024-08-05,81354.58
1643,1697,2,776,Transfer,2026-01-30,40543.51
1644,1900,17,756,Payment,2024-12-05,6543.11
1645,255,4,174,Withdrawal,2024-12-12,17017.87
1646,1553,19,167,Deposit,2025-08-12,36377.72
1647,751,14,382,Transfer,2025-02-15,15053.06
1648,498,16,609,Withdrawal,2025-10-24,5657.9
1649,676,3,442,Payment,2025-03-08,13508.09
1650,1007,8,527,Transfer,2024-10-08,34901.85
1651,1412,15,597,Transfer,2025-02-24,78950.02
1652,1433,9,443,Transfer,2024-12-13,59848.38
1653,1560,5,511,Withdrawal,2025-01-13,10674.7
1654,54,8,968,Transfer,2024-06-28,56790.4
1655,1462,10,19,Transfer,2025-07-10,94534.4
1656,325,19,143,Transfer,2024-08-18,48053.2
1657,901,10,878,Withdrawal,2025-09-26,15002.8
1658,1424,5,233,Withdrawal,2024-07-01,12345.26
1659,1760,13,180,Transfer,2025-08-15,64039.47
1660,58,7,670,Transfer,2024-09-26,15687.97
1661,25,9,311,Transfer,2025-01-26,72392.8
1662,1527,17,463,Payment,2024-04-21,7259.22
1663,1844,6,346,Transfer,2025-04-30,64741.3
1664,1203,17,363,Transfer,2025-03-23,52810.4
1665,775,16,729,Withdrawal,2025-07-13,17480.25
1666,988,6,725,Payment,2025-05-23,13477.58
1667,30,3,578,Transfer,2025-12-14,23257.69
1668,423,8,850,Withdrawal,2024-11-07,5927.15
1669,1594,4,199,Withdrawal,2024-04-25,7451.78
1670,941,19,864,Deposit,2024-03-04,42158.88
1671,1733,17,722,Withdrawal,2025-04-29,14956.87
1672,745,2,853,Payment,2025-02-16,9470.75
1673,1950,11,793,Deposit,2024-11-12,14302.2
1674,1970,18,534,Deposit,2026-02-21,48551.42
1675,115,15,766,Withdrawal,2025-09-26,5271.5
1676,1633,6,893,Withdrawal,2026-01-19,4952.63
1677,1470,15,20,Withdrawal,2025-03-20,1284.54
1678,1248,9,574,Transfer,2025-12-28,10044.56
1679,390,3,334,Withdrawal,2025-11-27,10689.88
1680,125,7,958,Withdrawal,2024-11-16,5256.84
1681,1560,19,511,Payment,2024-06-20,7071.22
1682,1100,2,162,Transfer,2024-08-08,79211.6
1683,150,7,393,Payment,2025-04-02,1922.81
1684,171,16,453,Withdrawal,2024-05-27,2447.58
1685,1208,7,208,Payment,2026-02-03,4639.42
1686,20,19,166,Payment,2024-04-07,12944.86
1687,229,15,895,Withdrawal,2025-01-14,11984.28
1688,1301,20,733,Payment,2024-05-30,14885.12
1689,516,14,748,Transfer,2024-10-16,49767.91
1690,362,11,441,Payment,2025-10-16,7810.16
1691,1949,10,722,Transfer,2025-06-22,86858.84
1692,510,11,157,Transfer,2025-05-30,68106.41
1693,1031,10,765,Payment,2024-04-11,1849.76
1694,1550,6,164,Payment,2024-12-06,296.46
1695,1830,17,548,Payment,2025-06-20,7537.66
1696,367,3,603,Payment,2025-01-18,10160.05
1697,194,15,844,Transfer,2024-12-03,64150.41
1698,1104,6,216,Withdrawal,2024-11-16,15686.44
1699,1563,8,420,Withdrawal,2025-05-05,6490.41
1700,626,11,29,Payment,2025-11-05,1723.17
1701,615,20,831,Withdrawal,2024-07-21,11634.66
1702,317,11,571,Withdrawal,2024-03-09,4242.13
1703,812,6,163,Withdrawal,2024-05-05,12397.4
1704,322,11,798,Payment,2025-08-13,9871.66
1705,1616,14,910,Transfer,2024-10-26,23643.64
1706,539,16,936,Transfer,2024-09-04,37708.32
1707,628,11,577,Transfer,2025-08-04,83093.9
1708,646,15,952,Transfer,2024-08-10,43104.49
1709,806,14,915,Deposit,2025-11-12,38348.91
1710,828,2,193,Payment,2024-08-30,5433.46
1711,1650,5,278,Payment,2025-09-11,11552.32
1712,40,7,476,Withdrawal,2024-06-08,13410.07
1713,525,10,895,Transfer,2024-08-10,3344.22
1714,876,13,934,Transfer,2025-09-16,56248.75
1715,1514,7,168,Withdrawal,2024-02-24,12542.34
1716,902,9,122,Deposit,2025-07-03,4646.92
1717,329,11,967,Payment,2025-05-16,14134.11
1718,1215,16,903,Deposit,2025-04-01,39280.17
1719,799,16,650,Withdrawal,2025-02-07,5962.78
1720,1243,19,582,Payment,2026-02-20,1077.89
1721,115,11,766,Transfer,2025-07-03,54251.68
1722,898,10,229,Deposit,2024-05-08,24120.2
1723,1804,3,684,Transfer,2025-03-25,97740.7
1724,1501,14,784,Withdrawal,2025-12-28,17542.04
1725,1208,10,208,Withdrawal,2024-10-12,11455.81
1726,898,8,229,Transfer,2024-04-16,57700.58
1727,1563,9,420,Transfer,2025-11-05,69267.44
1728,288,3,487,Transfer,2025-10-05,95762.81
1729,740,15,529,Withdrawal,2025-01-13,4090.73
1730,960,8,34,Payment,2025-09-17,5560.62
1731,408,9,887,Transfer,2024-02-26,60758.07
1732,1911,1,779,Withdrawal,2025-10-22,2824.21
1733,842,14,431,Payment,2024-09-14,12129.76
1734,1635,2,136,Deposit,2025-10-12,45736.13
1735,1050,12,339,Deposit,2025-10-02,28720.02
1736,66,17,287,Transfer,2026-01-02,79223.61
1737,1008,10,172,Transfer,2026-01-22,63803.01
1738,1505,3,110,Deposit,2024-07-17,48737.15
1739,1599,4,218,Withdrawal,2024-12-07,16072.52
1740,1734,3,494,Payment,2025-05-29,9228.47
1741,391,3,269,Payment,2024-03-20,12302.79
1742,954,15,536,Withdrawal,2026-01-11,13183.65
1743,150,6,393,Transfer,2024-11-06,45950.66
1744,1600,14,707,Deposit,2025-09-12,20671.84
1745,602,1,282,Payment,2024-10-27,479.3
1746,462,11,706,Payment,2024-05-11,2427.32
1747,1753,8,294,Transfer,2025-03-12,53704.06
1748,1339,7,809,Transfer,2025-11-28,89431.11
1749,1465,19,809,Withdrawal,2025-01-02,4182.52
1750,304,7,793,Transfer,2025-09-12,18977.09
1751,54,18,968,Deposit,2026-02-15,39193.7
1752,1107,12,165,Deposit,2026-01-25,17045.59
1753,646,8,952,Withdrawal,2025-06-28,4433.18
1754,335,14,836,Transfer,2026-02-10,24064.91
1755,1884,7,789,Transfer,2026-01-01,3702.35
1756,1798,15,922,Deposit,2024-12-29,41873.7
1757,769,1,8,Payment,2025-10-06,13039.49
1758,1750,7,485,Payment,2025-10-25,928.37
1759,899,13,413,Withdrawal,2024-09-27,4509.83
1760,780,19,27,Deposit,2025-02-18,5549.74
1761,359,17,171,Deposit,2024-06-20,8981.27
1762,430,4,804,Payment,2025-08-02,11161.5
1763,734,11,234,Payment,2025-06-19,3026.52
1764,186,17,940,Transfer,2025-05-20,48319.92
1765,1042,4,146,Payment,2025-12-01,438.95
1766,779,14,328,Payment,2025-11-22,14431.22
1767,205,12,297,Transfer,2025-08-27,94627.45
1768,1714,3,391,Payment,2024-10-26,14199.92
1769,1336,10,116,Withdrawal,2025-09-03,19994.28
1770,173,13,921,Payment,2026-02-09,434.58
1771,1975,9,893,Transfer,2024-10-11,5491.58
1772,1736,8,880,Withdrawal,2025-10-15,11509.3
1773,263,17,467,Withdrawal,2025-01-29,3234.3
1774,963,2,761,Deposit,2025-11-06,30214.02
1775,430,10,804,Transfer,2024-07-13,62137.95
1776,1687,6,758,Payment,2025-02-12,2751.82
1777,1918,17,474,Withdrawal,2024-03-19,14968.35
1778,1660,6,365,Transfer,2024-10-13,88028.66
1779,225,6,945,Deposit,2025-08-22,25380.21
1780,627,13,971,Transfer,2025-10-30,90989.1
1781,544,20,54,Transfer,2024-11-07,3819.34
1782,53,11,316,Deposit,2025-12-09,44552.2
1783,71,5,522,Payment,2025-02-02,888.19
1784,773,20,345,Withdrawal,2024-03-22,3584.37
1785,31,12,30,Withdrawal,2025-11-22,2296.42
1786,136,4,110,Payment,2024-04-27,7073.61
1787,851,18,165,Payment,2025-02-06,2189.2
1788,1236,1,391,Transfer,2024-05-28,48148.1
1789,1843,9,17,Withdrawal,2025-12-20,6796.09
1790,1106,12,45,Deposit,2025-12-03,24411.7
1791,1534,19,433,Withdrawal,2024-05-23,2953.74
1792,1055,5,599,Withdrawal,2026-02-16,4898.26
1793,169,4,208,Payment,2025-01-03,4378.04
1794,1260,4,929,Withdrawal,2025-12-30,4911.36
1795,379,10,759,Transfer,2025-06-25,71335.59
1796,947,19,982,Transfer,2024-04-07,76229.47
1797,270,11,715,Payment,2026-01-20,5746.61
1798,298,19,758,Deposit,2024-07-09,37648.86
1799,1638,13,955,Deposit,2024-05-01,39915.55
1800,374,1,100,Withdrawal,2026-02-01,12875.3
1801,1711,8,887,Withdrawal,2025-12-29,8236.89
1802,24,19,565,Payment,2025-12-05,7360.9
1803,705,7,585,Payment,2025-02-15,6891.14
1804,440,15,729,Transfer,2025-03-23,55042.06
1805,242,9,740,Transfer,2025-02-08,34388.2
1806,1828,6,311,Transfer,2024-02-25,34757.32
1807,1786,16,533,Payment,2025-07-03,10016.07
1808,1369,11,99,Transfer,2024-09-21,7248.66
1809,749,14,518,Deposit,2024-05-12,48272.92
1810,259,4,77,Withdrawal,2024-12-02,19514.21
1811,1700,4,211,Deposit,2025-07-01,27972.77
1812,606,5,491,Transfer,2024-04-18,31396.01
1813,894,18,957,Deposit,2024-04-03,48348.34
1814,1991,17,589,Withdrawal,2024-07-16,8252.38
1815,1928,17,572,Withdrawal,2025-01-01,3263.31
1816,1394,8,346,Deposit,2024-06-15,10735.18
1817,1525,12,550,Withdrawal,2026-01-03,11476.22
1818,1087,17,940,Deposit,2025-05-05,40212.74
1819,743,18,800,Withdrawal,2025-07-17,14027.05
1820,1088,6,41,Transfer,2025-03-21,16716.23
1821,1394,6,346,Withdrawal,2025-04-02,16943.16
1822,1539,5,961,Payment,2025-04-04,12902.77
1823,571,2,403,Payment,2025-05-13,4588.15
1824,1846,17,684,Payment,2024-06-26,13427.42
1825,959,11,303,Withdrawal,2025-03-18,14570.18
1826,615,1,831,Deposit,2025-11-18,13315.13
1827,1139,10,557,Withdrawal,2025-03-19,18499.52
1828,1256,20,391,Deposit,2025-01-11,3901.89
1829,841,5,703,Withdrawal,2024-12-17,9878.18
1830,329,8,967,Payment,2025-06-15,11837.43
1831,1324,14,849,Payment,2025-05-09,8952.96
1832,510,12,157,Deposit,2025-06-30,12088.95
1833,1944,9,754,Withdrawal,2024-11-04,17906.45
1834,253,19,658,Withdrawal,2024-04-05,4513.71
1835,292,9,323,Transfer,2026-02-21,2066.13
1836,241,17,510,Transfer,2025-09-04,52899.85
1837,1581,20,881,Payment,2025-09-23,3636.28
1838,898,10,229,Deposit,2025-07-16,27521.71
1839,1250,15,125,Withdrawal,2025-01-28,1872.85
1840,1545,11,729,Transfer,2024-10-15,94999.3
1841,84,13,645,Transfer,2025-09-09,12170.92
1842,956,14,205,Withdrawal,2025-08-30,17586.73
1843,1417,16,846,Transfer,2025-04-24,23238.71
1844,212,3,934,Transfer,2025-05-18,24887.97
1845,1741,16,818,Payment,2025-09-26,6440.78
1846,1307,4,423,Transfer,2024-05-17,84390.17
1847,1501,9,784,Transfer,2026-01-02,64386.28
1848,674,14,561,Transfer,2025-07-02,98325.57
1849,171,1,453,Deposit,2024-05-16,35941.69
1850,995,8,634,Payment,2025-06-28,3476.54
1851,889,9,444,Deposit,2025-08-22,49867.82
1852,1693,16,790,Payment,2024-11-27,9178.09
1853,1783,13,599,Deposit,2024-10-24,30481.45
1854,1210,4,123,Deposit,2024-08-23,6756.19
1855,1565,8,561,Transfer,2024-10-11,58432.08
1856,1453,20,116,Payment,2025-08-31,12266.2
1857,1472,2,390,Transfer,2024-10-12,65061.76
1858,902,15,122,Deposit,2025-10-07,47069.65
1859,1666,14,728,Deposit,2024-06-30,11585.94
1860,371,1,748,Transfer,2024-04-01,10781.62
1861,1886,14,816,Deposit,2024-12-08,36723.81
1862,1740,9,80,Transfer,2025-07-22,82018.47
1863,705,12,585,Withdrawal,2025-09-13,5894.33
1864,1606,2,199,Transfer,2024-10-16,46362.25
1865,1301,9,733,Withdrawal,2025-07-25,4582.93
1866,1579,18,864,Transfer,2024-12-03,74329.77
1867,1543,12,904,Withdrawal,2025-11-01,16972.04
1868,1755,3,285,Transfer,2025-05-12,35828.67
1869,1103,8,494,Transfer,2024-06-18,83039.63
1870,208,3,243,Payment,2025-03-06,4831.28
1871,1019,6,234,Payment,2024-08-01,3191.81
1872,1754,16,518,Transfer,2025-10-28,34363.12
1873,897,12,339,Withdrawal,2025-11-12,19206.51
1874,662,1,70,Deposit,2025-05-29,10299.7
1875,636,17,152,Transfer,2025-01-14,75920.29
1876,1103,6,494,Payment,2025-05-11,9353.37
1877,156,7,515,Deposit,2024-08-24,5436.57
1878,1225,13,595,Transfer,2026-01-24,15430.78
1879,697,18,88,Transfer,2025-06-05,40278.92
1880,1887,13,992,Deposit,2024-08-03,42405.47
1881,1508,10,611,Deposit,2024-10-31,16867.98
1882,461,15,1,Deposit,2026-02-19,13049.28
1883,318,9,106,Deposit,2024-08-10,25230.15
1884,1707,8,873,Withdrawal,2024-06-03,17565.15
1885,902,7,122,Withdrawal,2024-03-07,742.16
1886,500,1,136,Payment,2025-12-25,12601.37
1887,849,18,852,Withdrawal,2025-01-19,8540.31
1888,1737,17,81,Payment,2024-11-12,9483.38
1889,1820,13,927,Transfer,2025-12-15,70967.85
1890,746,9,256,Payment,2024-06-04,5679.38
1891,1844,8,346,Transfer,2025-07-11,54496.54
1892,158,5,964,Transfer,2024-09-04,86134.53
1893,1439,8,493,Withdrawal,2025-05-06,2384.12
1894,1879,17,643,Payment,2026-02-04,8123.33
1895,215,20,688,Withdrawal,2025-01-26,14542.07
1896,1470,18,20,Withdrawal,2025-05-29,9573.09
1897,1177,2,601,Payment,2025-06-13,9358.33
1898,1019,19,234,Payment,2024-09-18,1156.93
1899,351,1,434,Payment,2026-01-16,8473.14
1900,118,12,112,Payment,2024-07-31,13040.14
1901,303,3,978,Transfer,2025-02-22,7475.86
1902,1473,9,102,Transfer,2024-04-23,94787.76
1903,1491,1,338,Payment,2024-10-26,6576.28
1904,1566,5,571,Payment,2024-09-26,3385.02
1905,926,10,791,Transfer,2024-07-03,33722.79
1906,1168,17,840,Payment,2025-07-18,2334.65
1907,1106,19,45,Transfer,2025-01-28,86410.67
1908,1989,20,683,Deposit,2025-04-09,35893.57
1909,734,19,234,Deposit,2025-05-24,38956.43
1910,146,20,847,Deposit,2024-04-20,26958.83
1911,1496,6,441,Withdrawal,2025-07-18,5351.59
1912,1232,6,185,Withdrawal,2025-10-03,1075.01
1913,1903,16,447,Deposit,2024-05-01,17257.72
1914,193,13,558,Payment,2025-06-11,12112.73
1915,781,16,303,Withdrawal,2025-07-12,17021.68
1916,375,4,464,Transfer,2024-07-10,36160.54
1917,1449,14,632,Transfer,2025-01-17,50468.5
1918,378,9,694,Payment,2025-05-23,3168.99
1919,720,3,777,Transfer,2025-06-16,45721.02
1920,193,17,558,Transfer,2025-01-05,3019.68
1921,1242,2,308,Deposit,2025-05-31,34452.79
1922,196,6,960,Deposit,2024-10-30,48216.39
1923,1084,1,271,Deposit,2024-05-10,17016.12
1924,628,1,577,Transfer,2025-01-03,86076.5
1925,1958,6,382,Withdrawal,2024-10-06,12911.39
1926,1021,6,324,Withdrawal,2024-08-26,19527.6
1927,199,5,69,Transfer,2025-03-04,57824.52
1928,1826,15,838,Withdrawal,2024-03-02,10392.91
1929,1668,15,918,Deposit,2024-07-13,31482.05
1930,1916,18,878,Deposit,2024-12-22,40553.04
1931,639,10,383,Deposit,2024-06-03,18103.65
1932,370,19,88,Withdrawal,2025-02-12,18054.5
1933,1020,7,462,Withdrawal,2024-09-13,19948.17
1934,1885,11,284,Payment,2024-05-25,13943.38
1935,1123,13,932,Payment,2024-09-01,14171.36
1936,1370,18,45,Deposit,2025-07-31,17578.85
1937,749,5,518,Withdrawal,2024-05-08,19227.55
1938,1006,7,920,Payment,2025-11-07,815.54
1939,121,16,239,Deposit,2024-11-29,42540.93
1940,187,11,700,Payment,2024-07-17,11402.47
1941,1318,7,511,Transfer,2025-02-18,32711.33
1942,918,7,919,Transfer,2025-06-18,94480.48
1943,874,13,713,Payment,2026-01-17,5780.59
1944,1005,1,457,Payment,2025-06-05,1743.91
1945,1150,16,495,Payment,2024-03-16,4727.28
1946,1611,10,474,Deposit,2026-02-14,26849.96
1947,86,7,795,Deposit,2024-05-29,16048.87
1948,1204,19,276,Withdrawal,2025-08-01,12998.18
1949,1514,2,168,Deposit,2024-11-12,3313.17
1950,621,13,971,Withdrawal,2025-04-21,7359.43
1951,1102,2,425,Payment,2024-06-30,11130.39
1952,1074,6,298,Transfer,2025-10-02,68432.21
1953,92,7,20,Deposit,2025-10-13,23404.45
1954,381,8,437,Transfer,2026-01-02,8223.38
1955,417,16,792,Withdrawal,2024-11-29,11637.33
1956,1256,1,391,Deposit,2024-06-16,46182.23
1957,422,4,224,Transfer,2025-01-08,1469.14
1958,493,11,211,Withdrawal,2024-04-27,19748.17
1959,1693,8,790,Transfer,2024-07-03,91840.79
1960,824,2,306,Withdrawal,2025-03-15,3262.55
1961,505,20,41,Transfer,2024-07-28,88312.53
1962,866,19,337,Transfer,2026-02-02,21282.75
1963,1800,9,713,Payment,2024-03-29,10416.16
1964,852,14,933,Payment,2024-06-29,4315.68
1965,1846,7,684,Payment,2025-08-05,3950.7
1966,22,13,532,Deposit,2025-12-17,35104.09
1967,920,5,420,Withdrawal,2024-08-18,1875.22
1968,235,4,773,Withdrawal,2025-06-05,18093.23
1969,1001,3,816,Withdrawal,2024-07-09,10970.32
1970,343,9,955,Payment,2026-02-17,4415.14
1971,587,10,564,Transfer,2024-10-26,11740.71
1972,245,13,227,Withdrawal,2024-06-25,19029.08
1973,1137,16,785,Withdrawal,2025-11-28,2978.74
1974,74,16,153,Payment,2024-12-11,1818.29
1975,469,2,94,Payment,2025-07-22,2930.28
1976,1562,3,603,Withdrawal,2024-06-10,9001.0
1977,760,15,21,Withdrawal,2025-07-30,9119.46
1978,1576,2,369,Withdrawal,2025-02-17,15486.71
1979,1485,11,350,Deposit,2025-01-15,28871.27
1980,1943,5,83,Transfer,2024-07-13,86089.27
1981,514,6,855,Transfer,2025-07-05,46741.51
1982,1847,2,695,Payment,2025-06-14,5824.51
1983,1940,10,304,Deposit,2025-06-22,12036.54
1984,1285,7,606,Transfer,2025-05-08,66143.21
1985,899,1,413,Payment,2024-09-30,1226.87
1986,504,20,70,Transfer,2025-04-18,56128.46
1987,294,18,730,Transfer,2024-09-08,6614.6
1988,1403,3,407,Payment,2025-10-15,7867.1
1989,36,20,980,Withdrawal,2026-02-15,14619.55
1990,659,12,91,Deposit,2025-09-30,8030.84
1991,213,8,438,Deposit,2025-04-22,19679.46
1992,1153,2,723,Payment,2025-12-03,11576.69
1993,246,8,268,Deposit,2025-06-02,28618.3
1994,152,1,741,Payment,2025-05-25,14070.72
1995,1321,13,795,Transfer,2024-09-11,68875.39
1996,793,15,922,Withdrawal,2024-08-12,13816.18
1997,1255,9,755,Transfer,2024-05-15,98032.98
1998,1304,15,530,Payment,2025-03-06,13807.51
1999,314,15,6,Transfer,2024-10-10,23160.14
2000,588,6,105,Payment,2025-01-29,14987.28
2001,1807,6,62,Transfer,2025-01-13,74260.55
2002,885,10,538,Withdrawal,2024-12-30,1329.82
2003,841,18,703,Withdrawal,2024-07-29,19756.04
2004,257,12,556,Withdrawal,2024-04-08,18866.68
2005,863,14,757,Payment,2024-06-15,11055.05
2006,910,13,837,Payment,2025-03-03,5580.69
2007,668,13,808,Withdrawal,2025-04-29,14604.5
2008,422,8,224,Withdrawal,2026-01-30,14395.5
2009,1165,7,954,Transfer,2025-06-20,90135.08
2010,1123,14,932,Transfer,2025-11-08,64756.0
2011,438,13,284,Withdrawal,2024-11-01,9669.53
2012,1112,15,737,Transfer,2024-12-27,90562.93
2013,1958,20,382,Payment,2024-08-17,953.11
2014,445,11,788,Withdrawal,2024-03-19,13363.2
2015,1920,17,254,Payment,2024-04-23,2868.67
2016,908,1,671,Withdrawal,2024-05-03,8026.43
